Answer,Clue,File
"CONFIDENTA","Taina spovedaniei","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"OCOL","Formă de îngrădire a unor libertăți","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"OSUAR","Vestigiu al vieților trecute","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"NARAV","Prost la învățătură","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"URCA","A crește văzând cu ochii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"JZ","Începe jovial și termină ursuz!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"MATA","Toarce... fără fus","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"UM","Scoarță de ulm!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"UITARE","Privire în ansamblu","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"STI","A bate în prostie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"REA","Stricată fără pereche","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"GRAI","Fie vorba între noi!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"IMATURA","Vie necoaptă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"TUNA","A se manifesta la cote înalte","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"AROMA","Chestie de bun simț","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"INAPT","E cu noaptea în cap","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"APOS","Se face că plouă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"ET","Rădăcină de măceș!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"AGER","Se pune preț pe capul lui","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"RA","Gras la corp!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-19.js"
"ZDRANCANIRE","Reacție în lanț","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"BRESE","Goluri marcate prin zid","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"RAVAS","O glumă... de nedigerat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"IAD","Locul unde se plâng morții","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"PACT","Tratat cu bune rezultate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"PT","Puț sec!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"ECUSON","Act de identitate la vedere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"IUTI","Mobile extra (masc.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"CITITOR","Trecător prin pasaj","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"APEL","Declinarea numelor proprii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"MENAJA","A slăbi la muncă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"TA","Țară redusă... ca suprafață!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"ILARA","Emisiune de divertisment","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"ET","Prologul etapei... la baschet!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"URATA","Femeie iubită mai rar","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"FLIT","Insuportabil în traiul parazitar","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"REVANSE","Retur la joc (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"MUR","Loc unde se expun graffiti","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"ARA","A trece la munca de jos","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"CALCARI","Acțiuni hotărâte la înaintare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"EROI","Ilustrații din cărți","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"IESIT","Ton... moale","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"ZBIERATURA","O gafă... răsunătoare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"DRAC","Mititelul... de el","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"PARERE","Vocea omului simplu","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"REDUCE","A lucra în pierdere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"AVAR","Absent la actele de caritate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"AS","Fruntaș la disciplină","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"SILITA","Condamnată la execuție","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"NEPOT","Are un bun privat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"LANCI","Aruncate în atac cu forțe proprii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"ANIMA","A crea un mediu de viață","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"SA","Săritor la înălțime!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"ARC","Amortizor cu șocuri","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"TERFELI","A ataca sub centură","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"NATIONAL","Popular în rândul maselor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"CE","Prima la interogatoriu","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"IV","Centru privat!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"URA","Amorsă... pentru explozie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"IMAS","Platou pentru vegetarieni","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"RAPT","Un fel de a lua pe neașteptate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"JETURI","Cursuri intensive","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"ESTIMAT","Un tip de valoare îndoielnică","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"RIT","Regulament de ordine interioară la serviciu","/home/adi/workspace/rebus/careuri-definitii/js/hobby-31.js"
"HAPCIU","Izbucnirea unei crize de gripă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"BUST","Zonă de coastă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"ATA","Se prinde la copcă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"VRAISTE","Retrogradare pornind de la un aranjament","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"PUNGASIE","Un jaf pe drumurile publice","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"AN","Asin... la stână!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"AUR","Se bate pentru locul întâi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"STAR","Vârf de producție","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"RECREAT","Pregătit pentru o nouă zi de muncă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"BIS","Succesul unui cântec la modă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"IDEI","Izvoare de creație","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"VAGA","Ținută cu greu sub observație","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"IUSCA","Stimulent pentru mârțoagă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"ACUM","Momentul adevărului","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"OT","Oprit la frontiere!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"TARAF","Interpret de folclor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"ST","Dau startul... la stadion!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"BONIFICATII","Avantaj la serviciu (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"ORA","Lecție terminată la pauză","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"TIR","Se deplasează cu greutate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"AER","Umple rapid un gol","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"LINII","Continuarea unor puncte... de vedere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"ABURI","Furnizori de energie termică","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"HAPURI","Nasturi de schimb","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"OBOL","Aport modest de capital","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"ATU","Bate toba la joc","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"EDITORI","Furnizori de lucrări... manuale","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"PANACEU","Doctorii de la interne (sg.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"NAN","Junior... la echipa mare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"GURISTI","Dirijați la arie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"IVARE","Agenți de asigurări pentru locuințe","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"CAFTI","A da lovitura prin mahala","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"URS","Masiv alb în nordul înghețat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"AVARII","Accidente rutiere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"AISTA","Vecinul de la țară","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"ACRA","Varză pentru sarmale","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"BIET","Scos din mizerie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"GAFA","O proastă referință","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"US","Lăsată la ușă!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"ABAC","Implicat în socotelile altora","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"TAU","Un ochi rece","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"STARI","Rezultate strânse","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"USIER","Mijlocaș la deschidere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"TEN","Mascat pentru bal","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"SIMTIRI","Dovezi de bună creștere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-32.js"
"RESENTIMENT","Focul îndreptat spre inamic","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"EVITA","A amâna o întâlnire","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"NOROI","Urma ploii pe uliţă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"GAL","Francul convertit","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"VAS","Mobilul deplasării la mare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ODA","Compoziţie pentru liră","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"INABILI","Oameni cu realizări excepţionale","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"NATALA","Zonă propice domeniului de creaţie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ASTA","Femeie cu care se poate discuta","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"EMIR","Mărime în variantă musulmană","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"TAGME","Grupări clandestine","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"RA","Luate în frac la operă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ARENA","Deschiderea unor competiţii sportive","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"XI","Număr de taxi!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ARATA","A acţiona cu convingere ţinută la distanţă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"URATA","O chestie neplăcută","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"MOTEL","Dotare care îţi permite să te întinzi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"RIT","Susţinut cu bună credinţă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ODOR","Pui de calitate extra","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"RAFALA","Serie de trăgători","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"RARITA","Zonă unde se marchează goluri multe","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"TRAC","Piedică în timpul jocului","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"REGENERATOR","Considerat ca un al doilea tată","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"EVA","O femeie bună la toate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"AMAR","Vorbă de prost gust","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"DA","A ataca pe ring","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"SILITI","Angajaţi la stăpân","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"AMOR","O chestiune... de plăcere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ET","Prologul etapei la baschet!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"NARATORI","Susţin proba orală la istorie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"NAVAL","Arealul vaselor de croazieră","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"RAT","Albie seacă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ABATE","Un părinte respectat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ERA","Pas mare peste timp","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"INSI","Grup masculin","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ANULA","A da totul uitării","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"MO","Mofturi la aperitiv!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"LAGAR","Popas în campanie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"FT","Poftit din inimă!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"EROISM","Mişcă trupele pe front","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ARAR","Periodic în format redus","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"NOD","Ceva lipsă în păpuriş","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"TEXTILA","Ţinută de manechine la casa de modă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"TIARA","Distincţie atribuită la şah","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"IATAC","Scenă de întinderi obişnuite","/home/adi/workspace/rebus/careuri-definitii/js/hobby-33.js"
"ISPITE","Oferte cu surprize","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"STEA","Unitate de calitate în industria hotelieră","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"NUL","Luat la preţ de nimic","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"IMITARE","Activitate pentru copii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"STANJENIRE","Blamată pentru o evoluţie ezitantă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"SEARA","Momentul potrivit pentru cine... se nimereşte","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"USA","Breşe prin ziduri crăpate (sg.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"RAMA","Trase cu greu din barcă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"IRIS","Pată pe glob","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"ANUMIT","Un tip special","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"LIGI","Organizaţii de grup","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"TOI","Ridicat la culme","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"MASA","Socotită cu greutate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"AS","Măduvă la oase!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"STOP","Cauza unui blocaj rutier","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"PRAF","Ridicat de la spiţerie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"STORURI","Paravane pentru camera obscură","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"CAP","Element de frunte","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"RARITAT","Lucrare agricolă executată din loc în loc","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"SPIL","Aranjament de culise","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"DERANJ","Acţiune ce contravine bunelor maniere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"INSURAT","Finalist în proba de dublu mixt","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"SIS","Junghi cu efecte letale","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"SUT","Rezultat la tragere","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"ANOST","Trecut în anonimat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"PLASMUITORI","Autori recunoscuţi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"NEAM","Tinde către zero","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"ORAL","Exprimat la microfon","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"TIJA","Evoluţie la bară fixă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"IMPUR","Vicios în fond","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"EMERITA","Premiată la gala laureaţilor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"RID","Intrând la mină","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"INAR","Specializat în pregătirea de bază a torturilor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"SPITE","Legături de rudenie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"STI","A avea o certitudine","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"ILAR","Provocatorul unor explozii la mină","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"AR","Măsură la pălărie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"TARUSI","Vârfuri de peste hotare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"ACTA","Documente apreciate în ansamblu","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"ERES","Păcătosul de el","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"GAFA","Exprimare prost înţeleasă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"AE","Tras din aţe!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"AFIS","Spaţiu de comunicare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"PAJ","Numit pe post de stăpân","/home/adi/workspace/rebus/careuri-definitii/js/hobby-34.js"
"PROSTERNARE","Plecare decisă dintr-o poziţie secundară","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"RAM","Ieşit din ochi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"ORNA","A etala decoraţiile","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"AR","Încadrat în câmpul muncii","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"ENORMA","Ocupanta unui loc important","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"SATE","Mici de stat","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"SIRA","Sistem osos","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"TAIFAS","Ţinere de vorbă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"CT","Sectorul central ocupat la spectacol!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"IMAS","Adună vitele la păscut","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"AN","Perioadă de bilanţ!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"RASTI","A vorbi cu accent puternic","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"TACIT","Înţeles pe timp de pace","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"OASPETE","Răspunzător la invitaţie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"PIC","Cuprins de ploaie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"IAR","Reacţie provocată de unele replici","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"RAR","Zărind în depărtare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"TRAIT","Petrecere cotidiană","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"NAIBA","Renegatul părinţilor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"TAINUI","A pune la discreţie","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"II","Veşminte pentru soţii!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"ETIC","Absolvent de drept","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"ATATAT","Un subiect încins","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"PRESCRIPTIE","Bună dispoziţie... cu efect terapeutic","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"RANITA","Unitate de transport armate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"IR","Rădăcină de ştir!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"OMOR","Expediţie într-o lume necunoscută","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"SOCATI","Surprinşi când nu se aşteptau","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"RAITA","Trecere surprinzătoare de partea adversarului","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"IAC","Cocoşat de muncă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"TOM","Cartea... de anatomie!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"MISITI","Centru de afaceri (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"ERATA","Epilog nedorit de autor","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"PA","Coajă de pară în paner!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"NA","Duş pe la naşi!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"RN","Carnet fără coperte","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"ASTERNUT","Cel cu care se culcă în intimitate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"NASI","Cupluri pentru partide","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"AT","Aspect exterior!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"AIA","Femeie... în rol de paiaţă!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"AFACERI","Măsuri susţinute de patronate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"RATANI","Furnizorii delicateselor hibernale","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"ABIA","Suflat din greu","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"ERES","Un moment de rătăcire","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"TARAIT","Aria cosaşului","/home/adi/workspace/rebus/careuri-definitii/js/hobby-35.js"
"AMIABIL","Mod de a trata un incident diplomatic","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ANI","Crescuţi din patru în patru","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"LANSA","A debuta ca la carte","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ECRAN","Bandă de desene animate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"INSINGURARE","Retragere în linişte","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ATE","Elemente de recuzită la teatrul de păpuşi","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ARTE","Creaţii unanim apreciate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"UL","Stau cu el pe insulă!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"NAMILA","Merge la mare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"STI","A dovedi adevărul","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"NAIVITATE","Atitudine juvială","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ARAP","Figură cernită","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ILAR","Obişnuit cu distracţia","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ATAC","Dispozitiv de centrare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ORASE","Adunări populare","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"APA","Desfăşurată la cursuri","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"LEGITIM","Absolvent de drept","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"RITMATI","Fac totul în bătaie de joc","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ORI","Unul dintre factori","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"STERI","Volume legate în scoarţe","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"CURAT","Scos din mocirlă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ALIANTA","Unitate de luptă","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ARS","Afumat peste măsură","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"MANTA","Scoasă la încălzire","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"RAPIT","Un om captiv","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"INSEMNATATE","Valoare de schimb","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ASI","Autorii marilor succese","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"IAPA","Protagonistă la un derby","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"MR","Piele de măgar!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"BANALI","Oameni de rând","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"CLAI","Nutreţuri concentrate","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"GRAVI","Remarcaţi prin asprime","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
"ET","Prieteni de suflet!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-36.js"
